layer,sv_rank,sigma,sigma_sq_frac_of_operator,coeff_mean_balanced,coeff_std_balanced,coeff_within_std,coeff_between_std,within_frac,isotropic_total_std,usage_ratio,usage_within_ratio,usage_between_ratio,usage_prompt,transported_std_balanced,lex_peak_abs_z,lex_top1_margin_z,lex_entropy_norm,lex_topk_mass,nonlex_isotropic_p,nonlex_isotropic_z,nonlex_subspace_p,nonlex_subspace_z,candidate_score,prev_layer,prev_sv,prev_u_cos,prev_v_cos,prev_joint,next_layer,next_sv,next_u_cos,next_v_cos,next_joint,continuity_best,pos_tokens,neg_tokens,pos_contexts,neg_contexts
0,1,1595.6131591796875,0.7449001669883728,2.0651018619537354,0.6471714377403259,0.6431738138198853,0.07182154059410095,0.9876839518547058,2.530791531643059,0.25571897625923157,0.25683993101119995,0.19621607661247253,0.25571897625923157,1032.63525390625,6.364449977874756,0.8902170062065125,0.3732966184616089,0.5870276093482971,0.015625,-2.685258626937866,0.84375,0.9090018272399902,0.009449407458305359,,,nan,nan,nan,1,1,0.9970046877861023,0.6518290042877197,0.8061492443084717,0.8061492443084717," , (+13.88) |  . (+11.56) |  the (+11.25) |  Ã (+10.88) |  a (+10.38) |   (+10.31) |  of (+10.31) |  in (+10.25)",LObject (+12.19) | LOPT (+11.56) | ’è (+11.50) | équ (+11.25) | Plugins (+11.19) | Scrolling (+11.19) | sí (+11.00) | zü (+10.88),"+5.620 | fineweb_discovery_0042 [prompt] @11 |  reported on Wednesday that Senator Dianne Fein⟦stein⟧ was in possession of a letter accusing Supreme
+5.137 | fineweb_discovery_0160 [prompt] @15 |  agrees to the will of God.\nTeil⟦hard⟧ wants us to focus on precisely this aspect
+4.966 | fineweb_discovery_0338 [prompt] @256 |  to two weeks.\nFACT: Alain Ben⟦ier⟧
+4.863 | fineweb_discovery_0110 [prompt] @22 |  design Rent a Waste Management Dumpster in Ivan⟦hoe⟧, NC can do the project for you
+4.641 | fineweb_discovery_0080 [prompt] @253 |  Cartosat-2 • Cartos⟦at⟧-2B
+4.496 | fineweb_discovery_0046 [prompt] @12 | 23 December 2007, Christian Perr⟦ier⟧ wrote: > For work in progress,","-1.289 | fineweb_discovery_0036 [prompt] @87 |  they’ll get the hint and move on⟦.”\n⟧The forum’s speakers addressed several myths regarding
-1.211 | fineweb_discovery_0232 [prompt] @44 |  immerse ourselves in cerebral, fun problem-solving⟦.”\n⟧British Colombia’s Royal Canadian Mounted Police (
-1.211 | fineweb_discovery_0292 [prompt] @172 |  is the real “Modern Day Slavery⟦.”\n⟧Peterson’s poorly chosen words made big
-1.210 | fineweb_discovery_0029 [prompt] @58 |  more specific curriculum based on your “class⟦.”\n⟧It took a while for me to understand
-1.183 | fineweb_discovery_0309 [prompt] @156 |  generations that your blood will surely never survive⟦.”\n⟧Swarming, never-ending, sea of
-1.123 | fineweb_discovery_0268 [prompt] @120 |  the original. So let’s get cooking⟦…\n⟧ingredients in baked goat cheese pasta:\nGo"
0,2,416.2349853515625,0.050689734518527985,0.8171523809432983,0.8122046589851379,0.7981225252151489,0.15058818459510803,0.9656243324279785,2.530791531643059,0.3209291100502014,0.318715900182724,0.41140615940093994,0.3209291100502014,338.0679931640625,6.914362907409668,0.043835364282131195,0.21773846447467804,0.798349916934967,0.0,-4.346761226654053,0.609375,0.5905932784080505,0.3363340198993683,,,nan,nan,nan,1,2,0.9879657626152039,0.7268986701965332,0.847437858581543,0.847437858581543,…\n (+20.25) | …. (+20.12) | …). (+19.00) | …\n\n (+18.88) | ….\n\n (+17.88) | ??\n (+17.62) | …”\n\n (+17.38) | !” (+17.12)," Ã (+13.75) |  Cumberland (+11.88) |  fourteen (+11.56) |  \"""" (+11.44) |  Admiral (+11.38) |  Virg (+11.19) |  frig (+11.12) |  Philadelphia (+11.00)","+4.892 | fineweb_discovery_0261 [prompt] @13 |  the top spot. Either Maria Sharap⟦ova⟧ will return to the top spot for the
+4.393 | fineweb_discovery_0091 [prompt] @198 |  ever and the service was incredible. The⟦ guys⟧ are totally cool and super nice. Even
+4.280 | fineweb_discovery_0277 [prompt] @225 |  this country and I’m proud of our⟦ guys⟧.”\nThe message was muddled over the
+4.229 | fineweb_discovery_0102 [prompt] @68 |  is not to mention the possibility of law⟦ suits⟧ and/or criminal charges you may face.
+4.133 | fineweb_discovery_0323 [prompt] @106 |  investment is going to do in the next⟦ few⟧ quarters if you are retiring in 30
+4.048 | fineweb_discovery_0153 [prompt] @196 | . 6 crores in the last⟦ few⟧ years, has raised its stature among banks","-3.305 | fineweb_discovery_0269 [prompt] @236 | • Includes a zip line, spring loaded⟦ projectile⟧, floors that fall out, an eff
-2.812 | fineweb_discovery_0198 [prompt] @44 |  a sample of the story:\nAbbots⟦ford⟧ is unleashing a new dog bylaw
-2.672 | fineweb_discovery_0295 [prompt] @178 |  the same time as Mr. Sullen⟦berger⟧’s life story.\n“We clearly all wish
-2.531 | fineweb_discovery_0264 [prompt] @39 | ’ve always wanted to visit a majestic tea⟦ garden⟧, and I know Kat and I will
-2.529 | fineweb_discovery_0262 [prompt] @28 |  bone tissue in a process called osse⟦oin⟧tegration. This fusion is what creates the
-2.515 | fineweb_discovery_0308 [prompt] @252 |  74-day South Pacific Explorer and Great⟦ Barrier⟧ Reef voyage on ms"
0,3,296.972412109375,0.02580329030752182,2.157630681991577,0.6586318016052246,0.6489145755767822,0.1127198114991188,0.9707103371620178,2.530791531643059,0.2602473497390747,0.25913238525390625,0.307949960231781,0.2602473497390747,195.59547424316406,5.1427435874938965,0.1710454225540161,0.4410366714000702,0.3827187418937683,0.828125,1.0059961080551147,0.9921875,1.6163897514343262,0.31051990389823914,,,nan,nan,nan,1,4,0.636275053024292,0.27612078189849854,0.4191524386405945,0.4191524386405945, NHL (+14.81) |  Culture (+14.25) |  Kristian (+14.12) |  Manitoba (+14.12) |  culture (+13.44) |  Canadiens (+13.38) |  Devils (+13.06) |  Hä (+13.06),-->\n (+18.38) | ~\n (+17.62) | @@ (+17.38) | //\n (+17.25) | .*/\n (+17.12) | --\n (+17.00) | !!\n (+17.00) | ///\n (+17.00),"+5.966 | fineweb_discovery_0113 [prompt] @226 |  won Best Book of the Year from Publishers⟦ Weekly⟧, School Library Journal, and Horn Book
+5.565 | fineweb_discovery_0240 [prompt] @47 | . The character Ray, played by Melissa⟦ Leo⟧, is abandoned by her gambling husband and
+5.214 | fineweb_discovery_0391 [prompt] @2 | <|startoftext|> John⟦ Legend⟧ was actively subtweeting Kanye West in
+5.058 | fineweb_discovery_0142 [prompt] @233 |  was regulated by the Civil Aeronautics⟦ Board⟧ (CAB). They didn’t allow the
+5.050 | fineweb_discovery_0158 [prompt] @144 |  Education (GPE), the International Labour⟦ Organization⟧ (ILO), UNHCR, UNICEF
+5.047 | fineweb_discovery_0361 [prompt] @163 |  the American Association of State Highway and Transportation⟦ Officials⟧ the following year, U.S. Route","-0.607 | fineweb_discovery_0011 [prompt] @12 | /27/97, Clayton Barthol⟦ome⟧w wrote:\n>Rod Decker W
-0.454 | fineweb_discovery_0100 [prompt] @34 |  run-blocking capacity.Randal Grich⟦uk⟧ Jersey Nonetheless, these people struggled substantially by
-0.452 | fineweb_discovery_0388 [prompt] @68 |  UVB protection Polarized —————————————————————⟦——⟧— #tanyatucker #some
-0.446 | fineweb_discovery_0046 [prompt] @12 | 23 December 2007, Christian Perr⟦ier⟧ wrote: > For work in progress,
-0.419 | fineweb_discovery_0150 [prompt] @46 |  French academy of medicine, ap\npend⟦ic⟧itis ,1s Infectious and may
-0.410 | fineweb_discovery_0099 [prompt] @34 |  websites for industrial advantage of the more indis⟦cr⟧iminate low-priority service. Thinly"
0,4,271.9801940917969,0.02164299786090851,-2.1686525344848633,0.9363088011741638,0.9263358116149902,0.13629402220249176,0.978810727596283,2.530791531643059,0.3699667751789093,0.36991557478904724,0.37235456705093384,0.3699667751789093,254.65745544433594,12.898561477661133,0.20535355806350708,0.06431803107261658,0.9985743761062622,0.0,-22.4273738861084,0.0078125,-2.8743550777435303,0.10440746694803238,,,nan,nan,nan,1,3,0.941579282283783,0.6444252729415894,0.7789592146873474,0.7789592146873474," ,\r\n (+47.00) |  ;\r\n (+46.25) |  ; (+42.75) |  ;\r\n\r\n (+42.00) |  ] (+42.00) |  , (+42.00) |  ， (+41.50) |  ,\n\n (+39.50)",?)\n (+22.50) | ?)\n\n (+22.38) | ...)\n (+21.75) | —a (+20.50) | —with (+20.12) | .*\n\n (+20.00) | ...)\n\n (+20.00) | :)\n\n (+19.75),"+2.058 | fineweb_discovery_0290 [prompt] @198 |  8 Tony Awards, 11 Drama⟦ Desk⟧ Awards, and even a Grammy, the
+1.895 | fineweb_discovery_0142 [prompt] @171 | ,000 aircraft operating 31,000⟦ �⟧�ights per day. According to latest
+1.785 | fineweb_discovery_0212 [prompt] @39 |  FDA approved Labs and Developed by Medical Specialists⟦ thats⟧ proving to be effective in 99%
+1.741 | fineweb_discovery_0282 [prompt] @51 |  that the Mapuches call ""Ara⟦uc⟧anía,"" both\nof the main forestry
+1.619 | fineweb_discovery_0245 [prompt] @199 |  guide to using 220 film in Hol⟦ga⟧ (including advance guide).\nIn the gallery
+1.579 | fineweb_discovery_0143 [prompt] @123 |  girl oneBrother give sister drink seman⟦ Dl⟧ gay fucking tranny adult tubes Take one dick","-5.620 | fineweb_discovery_0128 [prompt] @111 |  for Libyans and their children and their⟦ children's⟧ children.\nChris saw the promise of a
-5.385 | fineweb_discovery_0387 [prompt] @46 | ’s Western Conference. He scored the Residency⟦ team's⟧ consolation goal in a 2-1
-5.349 | fineweb_discovery_0394 [prompt] @39 | . We will make sure everyone has each⟦ other's⟧ contact information so we can coordinate meet-ups
-5.327 | fineweb_discovery_0335 [prompt] @38 |  and remains elusive. The rest of the⟦ team's⟧ receivers aren't quite as well versed in revers
-5.210 | fineweb_discovery_0013 [prompt] @87 | 2015 European water target for chemical and⟦ biological⟧ quality.\nDespite its goal to cut emissions
-5.198 | fineweb_discovery_0287 [prompt] @52 | ened chocolate (e.g. 70⟦%),⟧ to compensate for the high quantity of sugar"
0,5,197.3986358642578,0.011400691233575344,-1.2274237871170044,0.8662559390068054,0.8602635860443115,0.10171506553888321,0.9862127304077148,2.530791531643059,0.3422865569591522,0.3435308337211609,0.2778850495815277,0.3422865569591522,170.99774169921875,8.764269828796387,0.4077901244163513,0.127606600522995,0.9162646532058716,0.0,-9.936056137084961,0.28125,-0.4805329442024231,0.2872663140296936,,,nan,nan,nan,1,4,0.6477928161621094,0.4386124312877655,0.5330384373664856,0.5330384373664856,"..., (+26.00) | ..."", (+24.75) | ...). (+23.12) | ...""\n\n (+23.12) | ,...\n\n (+22.38) | ...? (+22.25) | ...), (+22.00) | ..."",\n (+21.88)", ， (+24.75) |  、 (+22.38) |  ، (+22.00) |  ） (+22.00) |  ： (+20.50) |  。 (+19.25) |  ;\r\n (+19.00) |  ​​ (+17.75),"+2.043 | fineweb_discovery_0316 [prompt] @254 |  decent.\nGood deal? Good lens?⟦...\n⟧Is anyone
+1.987 | fineweb_discovery_0155 [prompt] @47 |  (bacon, sausage, ham!)⟦...⟧ or go more traditional and serve on the
+1.949 | fineweb_discovery_0070 [prompt] @115 |  with those pesky Germans and their proverbial sym⟦phony⟧ on wheels.\nAnd yet, for all
+1.929 | fineweb_discovery_0151 [prompt] @76 |  exclaimed he.\n""Do you think so⟦?""⟧ said the host, bewildered; ""
+1.902 | fineweb_discovery_0068 [prompt] @179 | ), use paragraph headings and numbering, reference⟦ illustrative⟧ and tabular matter, and apply bibli
+1.893 | fineweb_discovery_0113 [prompt] @12 |  in Idaho convinced administrators to ban Sherman Alex⟦ie's⟧ novel Absolutely True Diary of a Part-Time","-5.054 | fineweb_discovery_0261 [prompt] @191 | 9 NOTES=\n...Agnieszka⟦ Rad⟧wanska noted the other day how often
-4.599 | fineweb_discovery_0329 [prompt] @66 |  love the whole series (Old Man’s⟦ War⟧, The Ghost Brigades, The Last
-4.533 | fineweb_discovery_0242 [prompt] @125 | ""Steady Onward"" | Kim⟦ Red⟧lin\n""Another"" | Kevin Gust
-4.375 | fineweb_discovery_0318 [prompt] @227 |  this year at a Greyhound Station in⟦ Los⟧ Angeles. The malnourished teen
-4.345 | fineweb_discovery_0195 [prompt] @141 | , snowmobile engines. And you work⟦ hard⟧.\nIt builds character, as they used
-4.342 | fineweb_discovery_0227 [prompt] @54 |  that Churandy Martin of the Netherlands⟦ Ant⟧illes had rightly earned the honor, Crawford"
0,6,181.73435974121094,0.00966311153024435,-3.3944430351257324,1.4581143856048584,1.4289311170578003,0.29026415944099426,0.9603718519210815,2.530791531643059,0.5761495232582092,0.5706179738044739,0.7930002212524414,0.5761495232582092,264.9894714355469,3.654249429702759,0.08647997677326202,0.49705690145492554,0.2988021969795227,1.0,5.503321170806885,1.0,2.4782519340515137,0.646770179271698,,,nan,nan,nan,1,5,0.4574311673641205,0.3638864755630493,0.4079865515232086,0.4079865515232086,­\n (+24.12) | Æ (+23.62) | Nä (+23.00) | æ (+22.62) | Pai (+22.38) | lä (+22.12) | tsch (+22.12) | Lie (+22.00), gameplay (+16.62) |  stats (+16.50) |  role (+16.50) |  location (+16.00) |  quote (+15.94) |  scenario (+15.88) |  referencing (+15.50) |  headline (+15.50),"+3.295 | fineweb_discovery_0230 [prompt] @5 | <|startoftext|> fashion experience.\n-⟦ �⟧�Good Partner - PORPEE Sung
+2.744 | fineweb_discovery_0127 [prompt] @177 |  films was on fake police encounters.\nLate⟦ef⟧ antagonised the police more and more as
+2.497 | fineweb_discovery_0242 [prompt] @90 | avado"" | Gloria Ellis\n""⟦Sm⟧other Me"" | Sharon Mullen\n
+2.422 | fineweb_discovery_0387 [prompt] @205 |  during the 5-3 victory over⟦ Tecn⟧ológico de Monterrey, Campus Guadalajara (
+2.394 | fineweb_discovery_0366 [prompt] @38 |  team said the first phase — 35⟦km⟧ long — will have both underground and elevated
+2.319 | fineweb_discovery_0080 [prompt] @160 | ai Mannar sections ..\nNational Updates:⟦Am⟧endment in the Right of Children to","-8.360 | fineweb_discovery_0002 [prompt] @173 |  order to steal protected health information and personally⟦ identifiable⟧ information belonging to patients. This stolen information
-8.341 | fineweb_discovery_0086 [prompt] @44 | If they don’t understand what we call⟦ collective⟧ embezzlement, where people are
-8.328 | fineweb_discovery_0003 [prompt] @225 |  particularly for early cancers, is lower than⟦ previously⟧ reported.\n""The technique is more precise in
-8.314 | fineweb_discovery_0385 [prompt] @100 |  for her birthday!\nOwls are a⟦ recurring⟧ theme in the nursery already, so when
-8.279 | fineweb_discovery_0360 [prompt] @40 |  Renishaw is therefore today beginning a⟦ collective⟧ consultation process with 120 affected employees at
-8.231 | fineweb_discovery_0040 [prompt] @225 |  are more ambivalent about climate issues than⟦ previously⟧ assumed. Their results have now been published"
0,7,158.64224243164062,0.007363436743617058,2.0596323013305664,0.973280668258667,0.9636303186416626,0.13671818375587463,0.9802677631378174,2.530791531643059,0.38457560539245605,0.3848084807395935,0.3735133707523346,0.38457560539245605,154.40342712402344,6.753804683685303,0.6347686052322388,0.10307104140520096,0.9561470150947571,0.0,-3.86165189743042,0.71875,0.6835591197013855,0.48229771852493286,,,nan,nan,nan,1,5,0.5872085690498352,0.5098843574523926,0.5471823215484619,0.5471823215484619, (§ (+22.38) |  ** (+19.88) | – (+19.62) | ‐ (+19.38) |  chiefly (+19.25) |   (+19.12) | –– (+18.25) |  ‘‘ (+18.00),"]"",\n (+26.00) |  (+24.75) | "",\n// (+24.62) |  badass (+23.25) | "">\n// (+23.12) | ]</ (+23.00) | ""]}\n (+22.75) | ']]]\n (+22.62)","+7.150 | fineweb_discovery_0103 [prompt] @116 |  the KLE Family.\nThe event formally⟦ commenced⟧ with a 3 days, 7
+6.892 | fineweb_discovery_0110 [prompt] @51 |  home you should think about having your dumpster⟦ presently⟧ delivered and ready and hanging around.\nPricing
+6.758 | fineweb_discovery_0064 [prompt] @250 |  Writers Help you’ll overview them and be⟦ persuaded⟧ the writers are accountable and sensible
+6.595 | fineweb_discovery_0137 [prompt] @51 |  or contradicting them. Make me as⟦ courteous⟧ to them as I would have them be
+6.555 | fineweb_discovery_0218 [prompt] @153 |  can be downloaded by simply way.\nYou⟦ merely⟧ have to go through the gallery below the
+6.542 | fineweb_discovery_0143 [prompt] @86 |  up and i didnt sight when you stand⟦ erect⟧.\nSexunterich von mutter h","-2.890 | fineweb_discovery_0184 [prompt] @11 |  enjoy our indigenous varieties.\nAnthony Bourd⟦ain⟧ declares Croatian wines as extraordinarily good\nDuring
-2.719 | fineweb_discovery_0141 [prompt] @135 |  decisions from the bunker continued when Jarry⟦d⟧ Hayne chased through to take a great
-2.702 | fineweb_discovery_0192 [prompt] @42 |  according to Scott Armstrong, MD, Ph⟦D⟧, a pediatric oncologist at Children's Hospital
-2.159 | fineweb_discovery_0201 [prompt] @224 |  Free Pet Magazine\n- What Is EM⟦DR⟧ Therapy? – Health Talk Online\n-
-2.137 | fineweb_discovery_0339 [prompt] @114 |  PV foils (CEA LITEN⟦ tech⟧.)\nIn addition, we develop architectural plans
-2.039 | fineweb_discovery_0064 [prompt] @180 |  the actual writing. Skilled writers with Ph⟦D⟧ and Master’s degrees – your expert can"
0,8,154.2164306640625,0.006958316080272198,0.3817320764064789,0.9303953647613525,0.9183385372161865,0.14929801225662231,0.9742502570152283,2.530791531643059,0.3676301836967468,0.3667220175266266,0.40788140892982483,0.3676301836967468,143.4822540283203,6.5245256423950195,0.10014321655035019,0.2149479240179062,0.8130795359611511,0.0078125,-3.168910026550293,0.78125,0.8163154125213623,0.4273456335067749,,,nan,nan,nan,1,5,0.5312593579292297,0.4604188799858093,0.49457240104675293,0.49457240104675293, endeavour (+25.50) |  honour (+25.12) | ‟ (+24.50) |  organise (+23.50) | ”.\n (+23.38) | .”\n (+23.38) | ‘ (+23.25) |  specialised (+23.00)," ""** (+19.62) |  ...\n\n (+18.88) |  LGBTQ (+18.25) |  ""*** (+17.12) |  ** (+17.12) | _metadata (+16.50) |  ""# (+16.50) |  (** (+16.25)","+5.751 | fineweb_discovery_0204 [prompt] @119 |  consider:\n- what do we mean by⟦ ‘⟧safeguarding’?\n- some
+5.642 | fineweb_discovery_0054 [prompt] @16 |  breakfast the next part of the third talk⟦ ‘⟧Repentance and Faith‘ was continued
+5.582 | fineweb_discovery_0221 [prompt] @39 |  ahead of the curve.’\nYou will find⟦ ‘⟧Career in Digital Marketing | Top 5
+5.579 | fineweb_discovery_0077 [prompt] @195 |  in fact this made it all the more⟦ ‘⟧real’. Better than history.\nWhat I
+5.512 | fineweb_discovery_0207 [prompt] @208 |  analyze them.\nMicrosoft warns enterprises of new⟦ ‘⟧dependency confusion’ attack technique\nMicrosoft has
+5.502 | fineweb_discovery_0083 [prompt] @53 | 8 HSE Report, half of all⟦ ‘⟧fall from height’ deaths over the last","-4.629 | fineweb_discovery_0317 [prompt] @88 | \n""MUMPs is the US Naval⟦ Academy⟧ manufacturer for our team to\nthe Rob
-4.503 | fineweb_discovery_0292 [prompt] @109 |  the DNA Foundation, founded by Ashton Kut⟦cher⟧ and Demi Moore, which fights human trafficking
-4.006 | fineweb_discovery_0192 [prompt] @60 |  (Massachusetts) and Dana-Far⟦ber⟧ Cancer Institute, also in Boston.\nArm
-3.745 | fineweb_discovery_0366 [prompt] @125 |  The second phase, sources said, was⟦ likely⟧ to be around 37 and would span
-3.737 | fineweb_discovery_0308 [prompt] @243 |  an exciting menu of cruise options like the⟦ upcoming⟧ 74-day South Pacific Explorer and Great
-3.713 | fineweb_discovery_0184 [prompt] @11 |  enjoy our indigenous varieties.\nAnthony Bourd⟦ain⟧ declares Croatian wines as extraordinarily good\nDuring"
0,9,135.1162567138672,0.005341436713933945,-1.3485784530639648,1.641251564025879,1.6183116436004639,0.2734488546848297,0.9722411036491394,2.530791531643059,0.64851313829422,0.646243691444397,0.7470608949661255,0.64851313829422,221.759765625,7.33588981628418,1.025951862335205,0.07356417924165726,0.9290106296539307,0.0,-5.620359897613525,0.53125,0.34652236104011536,0.5756142735481262,,,nan,nan,nan,1,9,0.7122905254364014,0.5045924782752991,0.5995135307312012,0.5995135307312012, o't (+19.62) |  upon (+14.25) |  ' (+14.19) |  manufacturer's (+13.94) |  America's (+13.50) |  one's (+13.44) |  furnished (+13.44) |  night's (+13.38),"…\n (+41.25) | …\n\n (+39.50) | …” (+39.25) | ”“ (+39.25) | “… (+39.00) | …, (+39.00) | […] (+36.50) | 、“ (+36.25)","+6.208 | fineweb_discovery_0330 [prompt] @225 |  the committee, saying the executives were not⟦ duly⟧ appointed.\nSpeaking with reporters, Ilori
+5.934 | fineweb_discovery_0151 [prompt] @206 |  jacket to feel if the heart beat,⟦ whilst⟧ the host approached in his turn; but
+5.826 | fineweb_discovery_0120 [prompt] @22 |  writings.\nHe came up with a regard⟦ whilst⟧ inaugurating a two-day National Child Journal
+5.728 | fineweb_discovery_0236 [prompt] @131 |  for my 4 year old, as⟦ being⟧ a 94 add-on if you buy
+5.721 | fineweb_discovery_0251 [prompt] @133 |  Feel free to treat the original content as⟦ being⟧ CC BY-SA.\nThe PowerPoint file
+5.713 | fineweb_discovery_0066 [prompt] @171 |  improve the agro-food sector in general,⟦ whilst⟧ reducing the negative impact of agricultural activities on","-8.241 | fineweb_discovery_0389 [prompt] @203 |  progress.\nHow Do You Explain This?⟦Daniel⟧ Engber holds court on the Explainer
-7.972 | fineweb_discovery_0278 [prompt] @13 |  ABS) which would profit from this legislation⟦.”\n⟧For motorcycle manufacturers, the fear has been
-7.798 | fineweb_discovery_0020 [prompt] @247 |  find more of my photos here.\nP⟦.S⟧. Soon I will be able to share
-7.778 | fineweb_discovery_0357 [prompt] @9 | drew himself from the company of men⟦”.\n⟧The Sistine Chapel, which took approximately
-7.683 | fineweb_discovery_0232 [prompt] @44 |  immerse ourselves in cerebral, fun problem-solving⟦.”\n⟧British Colombia’s Royal Canadian Mounted Police (
-7.611 | fineweb_discovery_0329 [prompt] @14 |  at bloggin’ so here it goes⟦…\n⟧I just finished reading ‘The Ghost Brig"
0,10,127.26010131835938,0.004738353192806244,0.8632482886314392,1.4139894247055054,1.4041913747787476,0.1661703735589981,0.9861893653869629,2.530791531643059,0.5587143301963806,0.5607386231422424,0.4539766013622284,0.5587143301963806,179.94444274902344,8.576377868652344,1.391732931137085,0.007302172016352415,0.9993345737457275,0.0,-9.368361473083496,0.3046875,-0.371740460395813,0.3821330666542053,,,nan,nan,nan,1,10,0.6615902185440063,0.45086318254470825,0.5461562871932983,0.5461562871932983, ** (+31.25) |  (** (+26.00) |  `[ (+25.25) |  `( (+25.12) |  `$ (+24.25) |  `/ (+23.50) |  `< (+23.25) |  *( (+23.25),"""} (+32.25) | ""}, (+31.75) | }"", (+31.50) | ""], (+31.25) | ..."", (+31.00) | ]"", (+30.88) | \"""", (+29.25) | '"", (+29.00)","+7.189 | fineweb_discovery_0070 [prompt] @67 |  GS 350, we have a real⟦ contender⟧ in the mid-size luxury segment. It
+6.827 | fineweb_discovery_0392 [prompt] @1 | <|startoftext|>⟦ rally⟧ at the “Israeli” Consulate
+6.635 | fineweb_discovery_0037 [prompt] @144 |  30X faster conversion speed than any⟦ conventional⟧ converters\n- Edit, enhance & personalize
+6.633 | fineweb_discovery_0226 [prompt] @156 |  rough approximations as some cruises have some⟦ mandatory⟧ extra fees and the prices are quoted in
+6.591 | fineweb_discovery_0180 [prompt] @122 |  Common criticisms of the classical oath include its⟦ invocation⟧ of the ancient Greek gods and its prohib
+6.589 | fineweb_discovery_0223 [prompt] @45 |  right. We are at the forefront of⟦ advocating⟧ for access to health and nurses are key","-4.637 | fineweb_discovery_0008 [prompt] @4 | <|startoftext|> Brad Klaays⟦en⟧ and Dean vanDenHeuval have
-4.609 | fineweb_discovery_0309 [prompt] @7 | <|startoftext|> it in further with the rest⟦ of⟧ the setting.\nThe dual, muted voice
-4.520 | fineweb_discovery_0310 [prompt] @3 | <|startoftext|>://github⟦.com⟧/canihavesomecoffee/cc
-4.185 | fineweb_discovery_0379 [prompt] @12 | ks of Being a Wallflower\nOne⟦ of⟧ the best parenting movies to watch, the
-4.150 | fineweb_discovery_0294 [prompt] @44 |  famed for its numerous bookshops. Many⟦ of⟧ the Sun Inn’s guests also visit Far
-4.139 | fineweb_discovery_0133 [prompt] @15 |  that makes for bizarre news stories. One⟦ of⟧ the worst cases involves a woman in D"
