layer,sv_rank,sigma,sigma_sq_frac_of_operator,coeff_mean_balanced,coeff_std_balanced,coeff_within_std,coeff_between_std,within_frac,isotropic_total_std,usage_ratio,usage_within_ratio,usage_between_ratio,usage_prompt,transported_std_balanced,lex_peak_abs_z,lex_top1_margin_z,lex_entropy_norm,lex_topk_mass,nonlex_isotropic_p,nonlex_isotropic_z,nonlex_subspace_p,nonlex_subspace_z,candidate_score,prev_layer,prev_sv,prev_u_cos,prev_v_cos,prev_joint,next_layer,next_sv,next_u_cos,next_v_cos,next_joint,continuity_best,pos_tokens,neg_tokens,pos_contexts,neg_contexts
0,1,1595.6131591796875,0.7449001669883728,1.6959401369094849,0.10625223070383072,0.0,0.10625223070383072,0.0,0.22042605002535867,0.4820311963558197,nan,0.4820311963558197,0.4820311963558197,169.53746032714844,6.364449977874756,0.8902170062065125,0.3732966184616089,0.5870276093482971,0.015625,-2.685258626937866,0.84375,0.9090018272399902,0.9241660237312317,,,nan,nan,nan,1,1,0.9970046877861023,0.6518290042877197,0.8061492443084717,0.8061492443084717," , (+13.88) |  . (+11.56) |  the (+11.25) |  Ã (+10.88) |  a (+10.38) |   (+10.31) |  of (+10.31) |  in (+10.25)",LObject (+12.19) | LOPT (+11.56) | ’è (+11.50) | équ (+11.25) | Plugins (+11.19) | Scrolling (+11.19) | sí (+11.00) | zü (+10.88),"+1.910 | wildchat_discovery_0112 [prompt] @82 |  the foundation of human civilization.<|end|><|start|>⟦assistant⟧
+1.897 | wildchat_discovery_0383 [prompt] @80 |  style of John Carmack.<|end|><|start|>⟦assistant⟧
+1.890 | wildchat_discovery_0235 [prompt] @77 | work to much nowaday?<|end|><|start|>⟦assistant⟧
+1.887 | wildchat_discovery_0043 [prompt] @77 |  calculation N*6.25<|end|><|start|>⟦assistant⟧
+1.887 | wildchat_discovery_0119 [prompt] @77 | .22:1-14<|end|><|start|>⟦assistant⟧
+1.882 | wildchat_discovery_0275 [prompt] @76 |  five how does electricity work?<|end|><|start|>⟦assistant⟧","+1.411 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
+1.456 | wildchat_discovery_0092 [prompt] @167 |  to grill for his dinner.<|end|><|start|>⟦assistant⟧
+1.458 | wildchat_discovery_0019 [prompt] @146 | ': server_pass\n\t}<|end|><|start|>⟦assistant⟧
+1.458 | wildchat_discovery_0145 [prompt] @245 |  the center of her shirt.)<|end|><|start|>⟦assistant⟧
+1.462 | wildchat_discovery_0021 [prompt] @169 |  to grill for his dinner.<|end|><|start|>⟦assistant⟧
+1.465 | wildchat_discovery_0178 [prompt] @189 |  friend in front of her)<|end|><|start|>⟦assistant⟧"
0,2,416.2349853515625,0.050689734518527985,0.5696317553520203,0.05140475556254387,0.0,0.05140475556254387,0.0,0.22042605002535867,0.2332063466310501,nan,0.2332063466310501,0.2332063466310501,21.39645767211914,6.914362907409668,0.043835364282131195,0.21773846447467804,0.798349916934967,0.0,-4.346761226654053,0.609375,0.5905932784080505,0.26694849133491516,,,nan,nan,nan,1,2,0.9879657626152039,0.7268986701965332,0.847437858581543,0.847437858581543,…\n (+20.25) | …. (+20.12) | …). (+19.00) | …\n\n (+18.88) | ….\n\n (+17.88) | ??\n (+17.62) | …”\n\n (+17.38) | !” (+17.12)," Ã (+13.75) |  Cumberland (+11.88) |  fourteen (+11.56) |  \"""" (+11.44) |  Admiral (+11.38) |  Virg (+11.19) |  frig (+11.12) |  Philadelphia (+11.00)","+0.766 | wildchat_discovery_0248 [prompt] @101 | Tell me a joke.'}]<|end|><|start|>⟦assistant⟧
+0.664 | wildchat_discovery_0215 [prompt] @80 | use"" likely refer to?<|end|><|start|>⟦assistant⟧
+0.664 | wildchat_discovery_0222 [prompt] @82 |  after eating a meal indicate?<|end|><|start|>⟦assistant⟧
+0.662 | wildchat_discovery_0309 [prompt] @90 | , ereased from existence?<|end|><|start|>⟦assistant⟧
+0.661 | wildchat_discovery_0127 [prompt] @142 |  1960’s? \n\n\n\n<|end|><|start|>⟦assistant⟧
+0.660 | wildchat_discovery_0137 [prompt] @85 |  intern for a hotel. <|end|><|start|>⟦assistant⟧","+0.391 | wildchat_discovery_0053 [prompt] @122 | , and other ecommerce social media<|end|><|start|>⟦assistant⟧
+0.413 | wildchat_discovery_0258 [prompt] @78 |  a new line in python print<|end|><|start|>⟦assistant⟧
+0.426 | wildchat_discovery_0098 [prompt] @193 |  files and exits the script.<|end|><|start|>⟦assistant⟧
+0.430 | wildchat_discovery_0287 [prompt] @76 |  script to print hello world <|end|><|start|>⟦assistant⟧
+0.432 | wildchat_discovery_0015 [prompt] @159 |  for formatting only newline '\n'<|end|><|start|>⟦assistant⟧
+0.435 | wildchat_discovery_0299 [prompt] @218 |  #LearningJourney #PersonalInvestment<|end|><|start|>⟦assistant⟧"
0,3,296.972412109375,0.02580329030752182,1.8439090251922607,0.10517201572656631,0.0,0.10517201572656631,0.0,0.22042605002535867,0.47713059186935425,nan,0.47713059186935425,0.47713059186935425,31.233186721801758,5.1427435874938965,0.1710454225540161,0.4410366714000702,0.3827187418937683,0.828125,1.0059961080551147,0.9921875,1.6163897514343262,0.9429212808609009,,,nan,nan,nan,1,4,0.636275053024292,0.27612078189849854,0.4191524386405945,0.4191524386405945, NHL (+14.81) |  Culture (+14.25) |  Kristian (+14.12) |  Manitoba (+14.12) |  culture (+13.44) |  Canadiens (+13.38) |  Devils (+13.06) |  Hä (+13.06),-->\n (+18.38) | ~\n (+17.62) | @@ (+17.38) | //\n (+17.25) | .*/\n (+17.12) | --\n (+17.00) | !!\n (+17.00) | ///\n (+17.00),"+2.253 | wildchat_discovery_0067 [prompt] @343 | : 15px;\n}<|end|><|start|>⟦assistant⟧
+2.163 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
+2.161 | wildchat_discovery_0019 [prompt] @146 | ': server_pass\n\t}<|end|><|start|>⟦assistant⟧
+2.117 | wildchat_discovery_0248 [prompt] @101 | Tell me a joke.'}]<|end|><|start|>⟦assistant⟧
+2.112 | wildchat_discovery_0088 [prompt] @488 | ()\nos.system(""pause"")<|end|><|start|>⟦assistant⟧
+2.098 | wildchat_discovery_0133 [prompt] @80 |  finacial department of a hospital<|end|><|start|>⟦assistant⟧","+1.386 | wildchat_discovery_0069 [prompt] @190 |  and Catra, plus more<|end|><|start|>⟦assistant⟧
+1.403 | wildchat_discovery_0359 [prompt] @196 |  after Aaron read the description)<|end|><|start|>⟦assistant⟧
+1.449 | wildchat_discovery_0233 [prompt] @230 |  saying that she’s visiting town<|end|><|start|>⟦assistant⟧
+1.582 | wildchat_discovery_0327 [prompt] @180 |  large a diameter to be efficient<|end|><|start|>⟦assistant⟧
+1.624 | wildchat_discovery_0389 [prompt] @442 |  and make myself feel okay.<|end|><|start|>⟦assistant⟧
+1.641 | wildchat_discovery_0322 [prompt] @79 | otics support a healthier intestinal environment<|end|><|start|>⟦assistant⟧"
0,4,271.9801940917969,0.02164299786090851,-2.5303993225097656,0.06052892282605171,0.0,0.06052892282605171,0.0,0.22042605002535867,0.27459967136383057,nan,0.27459967136383057,0.27459967136383057,16.46266746520996,12.898561477661133,0.20535355806350708,0.06431803107261658,0.9985743761062622,0.0,-22.4273738861084,0.0078125,-2.8743550777435303,0.09692329913377762,,,nan,nan,nan,1,3,0.941579282283783,0.6444252729415894,0.7789592146873474,0.7789592146873474," ,\r\n (+47.00) |  ;\r\n (+46.25) |  ; (+42.75) |  ;\r\n\r\n (+42.00) |  ] (+42.00) |  , (+42.00) |  ， (+41.50) |  ,\n\n (+39.50)",?)\n (+22.50) | ?)\n\n (+22.38) | ...)\n (+21.75) | —a (+20.50) | —with (+20.12) | .*\n\n (+20.00) | ...)\n\n (+20.00) | :)\n\n (+19.75),"-2.401 | wildchat_discovery_0387 [prompt] @361 |  agree to the above terms.<|end|><|start|>⟦assistant⟧
-2.413 | wildchat_discovery_0235 [prompt] @77 | work to much nowaday?<|end|><|start|>⟦assistant⟧
-2.419 | wildchat_discovery_0347 [prompt] @101 | ish, write this in html<|end|><|start|>⟦assistant⟧
-2.421 | wildchat_discovery_0225 [prompt] @157 |  to the food chain. <|end|><|start|>⟦assistant⟧
-2.424 | wildchat_discovery_0152 [prompt] @203 |  the post-genomic era.""<|end|><|start|>⟦assistant⟧
-2.427 | wildchat_discovery_0255 [prompt] @129 |  partners to support market demand.\n\n<|end|><|start|>⟦assistant⟧","-2.897 | wildchat_discovery_0248 [prompt] @101 | Tell me a joke.'}]<|end|><|start|>⟦assistant⟧
-2.799 | wildchat_discovery_0019 [prompt] @146 | ': server_pass\n\t}<|end|><|start|>⟦assistant⟧
-2.784 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
-2.743 | wildchat_discovery_0055 [prompt] @315 | <Event>)>>> subscribers;\n};\n\n<|end|><|start|>⟦assistant⟧
-2.736 | wildchat_discovery_0172 [prompt] @567 |  }\n        }\n    }\n}<|end|><|start|>⟦assistant⟧
-2.733 | wildchat_discovery_0133 [prompt] @80 |  finacial department of a hospital<|end|><|start|>⟦assistant⟧"
0,5,197.3986358642578,0.011400691233575344,-0.26341769099235535,0.06333789229393005,0.0,0.06333789229393005,0.0,0.22042605002535867,0.2873430550098419,nan,0.2873430550098419,0.2873430550098419,12.502813339233398,8.764269828796387,0.4077901244163513,0.127606600522995,0.9162646532058716,0.0,-9.936056137084961,0.28125,-0.4805329442024231,0.3405918776988983,,,nan,nan,nan,1,4,0.6477928161621094,0.4386124312877655,0.5330384373664856,0.5330384373664856,"..., (+26.00) | ..."", (+24.75) | ...). (+23.12) | ...""\n\n (+23.12) | ,...\n\n (+22.38) | ...? (+22.25) | ...), (+22.00) | ..."",\n (+21.88)", ， (+24.75) |  、 (+22.38) |  ، (+22.00) |  ） (+22.00) |  ： (+20.50) |  。 (+19.25) |  ;\r\n (+19.00) |  ​​ (+17.75),"-0.012 | wildchat_discovery_0065 [prompt] @82 |  Generate a template for me.<|end|><|start|>⟦assistant⟧
-0.026 | wildchat_discovery_0105 [prompt] @80 |  successfully implementing the ERP system.\n\n<|end|><|start|>⟦assistant⟧
-0.026 | wildchat_discovery_0120 [prompt] @78 |  for make my facebook login live<|end|><|start|>⟦assistant⟧
-0.029 | wildchat_discovery_0258 [prompt] @78 |  a new line in python print<|end|><|start|>⟦assistant⟧
-0.032 | wildchat_discovery_0287 [prompt] @76 |  script to print hello world <|end|><|start|>⟦assistant⟧
-0.071 | wildchat_discovery_0067 [prompt] @343 | : 15px;\n}<|end|><|start|>⟦assistant⟧","-0.561 | wildchat_discovery_0069 [prompt] @190 |  and Catra, plus more<|end|><|start|>⟦assistant⟧
-0.536 | wildchat_discovery_0359 [prompt] @196 |  after Aaron read the description)<|end|><|start|>⟦assistant⟧
-0.472 | wildchat_discovery_0233 [prompt] @230 |  saying that she’s visiting town<|end|><|start|>⟦assistant⟧
-0.437 | wildchat_discovery_0127 [prompt] @142 |  1960’s? \n\n\n\n<|end|><|start|>⟦assistant⟧
-0.419 | wildchat_discovery_0193 [prompt] @236 |  not with the common people.<|end|><|start|>⟦assistant⟧
-0.413 | wildchat_discovery_0254 [prompt] @321 |  naval and technological prowess. <|end|><|start|>⟦assistant⟧"
0,6,181.73435974121094,0.00966311153024435,-3.2977545261383057,0.07670573145151138,0.0,0.07670573145151138,0.0,0.22042605002535867,0.347988486289978,nan,0.347988486289978,0.347988486289978,13.940067291259766,3.654249429702759,0.08647997677326202,0.49705690145492554,0.2988021969795227,1.0,5.503321170806885,1.0,2.4782519340515137,0.7235346436500549,,,nan,nan,nan,1,5,0.4574311673641205,0.3638864755630493,0.4079865515232086,0.4079865515232086,­\n (+24.12) | Æ (+23.62) | Nä (+23.00) | æ (+22.62) | Pai (+22.38) | lä (+22.12) | tsch (+22.12) | Lie (+22.00), gameplay (+16.62) |  stats (+16.50) |  role (+16.50) |  location (+16.00) |  quote (+15.94) |  scenario (+15.88) |  referencing (+15.50) |  headline (+15.50),"-2.899 | wildchat_discovery_0055 [prompt] @315 | <Event>)>>> subscribers;\n};\n\n<|end|><|start|>⟦assistant⟧
-2.944 | wildchat_discovery_0099 [prompt] @472 | .render(scene, camera);\n\n}<|end|><|start|>⟦assistant⟧
-3.029 | wildchat_discovery_0172 [prompt] @567 |  }\n        }\n    }\n}<|end|><|start|>⟦assistant⟧
-3.072 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
-3.080 | wildchat_discovery_0019 [prompt] @146 | ': server_pass\n\t}<|end|><|start|>⟦assistant⟧
-3.106 | wildchat_discovery_0067 [prompt] @343 | : 15px;\n}<|end|><|start|>⟦assistant⟧","-3.457 | wildchat_discovery_0122 [prompt] @177 |  implanted in David’s mind)<|end|><|start|>⟦assistant⟧
-3.454 | wildchat_discovery_0013 [prompt] @227 |  the story in his British accent<|end|><|start|>⟦assistant⟧
-3.438 | wildchat_discovery_0248 [prompt] @101 | Tell me a joke.'}]<|end|><|start|>⟦assistant⟧
-3.432 | wildchat_discovery_0375 [prompt] @80 |  best football player in poland<|end|><|start|>⟦assistant⟧
-3.431 | wildchat_discovery_0393 [prompt] @223 |  from Chara throughout the story<|end|><|start|>⟦assistant⟧
-3.425 | wildchat_discovery_0396 [prompt] @234 |  from Zagreus throughout the story<|end|><|start|>⟦assistant⟧"
0,7,158.64224243164062,0.007363436743617058,2.79132080078125,0.11861751228570938,0.0,0.11861751228570938,0.0,0.22042605002535867,0.5381283760070801,nan,0.5381283760070801,0.5381283760070801,18.8177490234375,6.753804683685303,0.6347686052322388,0.10307104140520096,0.9561470150947571,0.0,-3.86165189743042,0.71875,0.6835591197013855,0.8337811231613159,,,nan,nan,nan,1,5,0.5872085690498352,0.5098843574523926,0.5471823215484619,0.5471823215484619, (§ (+22.38) |  ** (+19.88) | – (+19.62) | ‐ (+19.38) |  chiefly (+19.25) |   (+19.12) | –– (+18.25) |  ‘‘ (+18.00),"]"",\n (+26.00) |  (+24.75) | "",\n// (+24.62) |  badass (+23.25) | "">\n// (+23.12) | ]</ (+23.00) | ""]}\n (+22.75) | ']]]\n (+22.62)","+3.067 | wildchat_discovery_0277 [prompt] @234 |  rock her back and forth.)<|end|><|start|>⟦assistant⟧
+3.056 | wildchat_discovery_0268 [prompt] @212 |  of him and another girl.)<|end|><|start|>⟦assistant⟧
+3.046 | wildchat_discovery_0145 [prompt] @245 |  the center of her shirt.)<|end|><|start|>⟦assistant⟧
+3.040 | wildchat_discovery_0246 [prompt] @160 |  to have a baby soon.)<|end|><|start|>⟦assistant⟧
+3.037 | wildchat_discovery_0233 [prompt] @230 |  saying that she’s visiting town<|end|><|start|>⟦assistant⟧
+3.025 | wildchat_discovery_0171 [prompt] @293 |  a crush on Makoto)<|end|><|start|>⟦assistant⟧","+2.407 | wildchat_discovery_0252 [prompt] @83 |  wi fi would look like?<|end|><|start|>⟦assistant⟧
+2.531 | wildchat_discovery_0287 [prompt] @76 |  script to print hello world <|end|><|start|>⟦assistant⟧
+2.534 | wildchat_discovery_0258 [prompt] @78 |  a new line in python print<|end|><|start|>⟦assistant⟧
+2.542 | wildchat_discovery_0094 [prompt] @82 |  wrote based on retrospective data?<|end|><|start|>⟦assistant⟧
+2.553 | wildchat_discovery_0176 [prompt] @84 |  equivalent in vue / quasar<|end|><|start|>⟦assistant⟧
+2.561 | wildchat_discovery_0328 [prompt] @77 |  color of text in html?<|end|><|start|>⟦assistant⟧"
0,8,154.2164306640625,0.006958316080272198,-0.12562917172908783,0.054621461778879166,0.0,0.054621461778879166,0.0,0.22042605002535867,0.24779948592185974,nan,0.24779948592185974,0.24779948592185974,8.423526763916016,6.5245256423950195,0.10014321655035019,0.2149479240179062,0.8130795359611511,0.0078125,-3.168910026550293,0.78125,0.8163154125213623,0.3391844630241394,,,nan,nan,nan,1,5,0.5312593579292297,0.4604188799858093,0.49457240104675293,0.49457240104675293, endeavour (+25.50) |  honour (+25.12) | ‟ (+24.50) |  organise (+23.50) | ”.\n (+23.38) | .”\n (+23.38) | ‘ (+23.25) |  specialised (+23.00)," ""** (+19.62) |  ...\n\n (+18.88) |  LGBTQ (+18.25) |  ""*** (+17.12) |  ** (+17.12) | _metadata (+16.50) |  ""# (+16.50) |  (** (+16.25)","+0.032 | wildchat_discovery_0193 [prompt] @236 |  not with the common people.<|end|><|start|>⟦assistant⟧
-0.000 | wildchat_discovery_0219 [prompt] @178 |  section 1.4.<|end|><|start|>⟦assistant⟧
-0.002 | wildchat_discovery_0363 [prompt] @519 |  the Franco-Russian Alliance.<|end|><|start|>⟦assistant⟧
-0.004 | wildchat_discovery_0254 [prompt] @321 |  naval and technological prowess. <|end|><|start|>⟦assistant⟧
-0.012 | wildchat_discovery_0018 [prompt] @109 |  collection in contemporary society? <|end|><|start|>⟦assistant⟧
-0.013 | wildchat_discovery_0293 [prompt] @78 |  reactions the feet have when stimulated<|end|><|start|>⟦assistant⟧","-0.332 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
-0.317 | wildchat_discovery_0067 [prompt] @343 | : 15px;\n}<|end|><|start|>⟦assistant⟧
-0.305 | wildchat_discovery_0012 [prompt] @75 |  websites where they sell golf balls<|end|><|start|>⟦assistant⟧
-0.297 | wildchat_discovery_0135 [prompt] @165 | Sasuke: Hello?<|end|><|start|>⟦assistant⟧
-0.287 | wildchat_discovery_0195 [prompt] @81 |  creation d'une usine d'eau<|end|><|start|>⟦assistant⟧
-0.277 | wildchat_discovery_0248 [prompt] @101 | Tell me a joke.'}]<|end|><|start|>⟦assistant⟧"
0,9,135.1162567138672,0.005341436713933945,-1.5946153402328491,0.08826944231987,0.0,0.08826944231987,0.0,0.22042605002535867,0.4004492163658142,nan,0.4004492163658142,0.4004492163658142,11.926636695861816,7.33588981628418,1.025951862335205,0.07356417924165726,0.9290106296539307,0.0,-5.620359897613525,0.53125,0.34652236104011536,0.6228052973747253,,,nan,nan,nan,1,9,0.7122905254364014,0.5045924782752991,0.5995135307312012,0.5995135307312012, o't (+19.62) |  upon (+14.25) |  ' (+14.19) |  manufacturer's (+13.94) |  America's (+13.50) |  one's (+13.44) |  furnished (+13.44) |  night's (+13.38),"…\n (+41.25) | …\n\n (+39.50) | …” (+39.25) | ”“ (+39.25) | “… (+39.00) | …, (+39.00) | […] (+36.50) | 、“ (+36.25)","-1.326 | wildchat_discovery_0195 [prompt] @81 |  creation d'une usine d'eau<|end|><|start|>⟦assistant⟧
-1.359 | wildchat_discovery_0289 [prompt] @79 |  right there 请翻译一下<|end|><|start|>⟦assistant⟧
-1.373 | wildchat_discovery_0120 [prompt] @78 |  for make my facebook login live<|end|><|start|>⟦assistant⟧
-1.390 | wildchat_discovery_0252 [prompt] @83 |  wi fi would look like?<|end|><|start|>⟦assistant⟧
-1.395 | wildchat_discovery_0012 [prompt] @75 |  websites where they sell golf balls<|end|><|start|>⟦assistant⟧
-1.406 | wildchat_discovery_0259 [prompt] @89 | |“|” with ""<|end|><|start|>⟦assistant⟧","-1.892 | wildchat_discovery_0099 [prompt] @472 | .render(scene, camera);\n\n}<|end|><|start|>⟦assistant⟧
-1.869 | wildchat_discovery_0152 [prompt] @203 |  the post-genomic era.""<|end|><|start|>⟦assistant⟧
-1.842 | wildchat_discovery_0055 [prompt] @315 | <Event>)>>> subscribers;\n};\n\n<|end|><|start|>⟦assistant⟧
-1.839 | wildchat_discovery_0095 [prompt] @303 |  to employees increased their satisfaction.""\n<|end|><|start|>⟦assistant⟧
-1.835 | wildchat_discovery_0348 [prompt] @159 | '))(df[col2])]<|end|><|start|>⟦assistant⟧
-1.820 | wildchat_discovery_0366 [prompt] @131 | ’s performance under varying scenarios.<|end|><|start|>⟦assistant⟧"
0,10,127.26010131835938,0.004738353192806244,1.1221202611923218,0.0648847296833992,0.0,0.0648847296833992,0.0,0.22042605002535867,0.29436051845550537,nan,0.29436051845550537,0.29436051845550537,8.257237434387207,8.576377868652344,1.391732931137085,0.007302172016352415,0.9993345737457275,0.0,-9.368361473083496,0.3046875,-0.371740460395813,0.3821330666542053,,,nan,nan,nan,1,10,0.6615902185440063,0.45086318254470825,0.5461562871932983,0.5461562871932983, ** (+31.25) |  (** (+26.00) |  `[ (+25.25) |  `( (+25.12) |  `$ (+24.25) |  `/ (+23.50) |  `< (+23.25) |  *( (+23.25),"""} (+32.25) | ""}, (+31.75) | }"", (+31.50) | ""], (+31.25) | ..."", (+31.00) | ]"", (+30.88) | \"""", (+29.25) | '"", (+29.00)","+1.394 | wildchat_discovery_0067 [prompt] @343 | : 15px;\n}<|end|><|start|>⟦assistant⟧
+1.317 | wildchat_discovery_0277 [prompt] @234 |  rock her back and forth.)<|end|><|start|>⟦assistant⟧
+1.310 | wildchat_discovery_0258 [prompt] @78 |  a new line in python print<|end|><|start|>⟦assistant⟧
+1.301 | wildchat_discovery_0176 [prompt] @84 |  equivalent in vue / quasar<|end|><|start|>⟦assistant⟧
+1.282 | wildchat_discovery_0105 [prompt] @80 |  successfully implementing the ERP system.\n\n<|end|><|start|>⟦assistant⟧
+1.281 | wildchat_discovery_0298 [prompt] @306 |  on her wrist and ankles.).<|end|><|start|>⟦assistant⟧","+0.878 | wildchat_discovery_0133 [prompt] @80 |  finacial department of a hospital<|end|><|start|>⟦assistant⟧
+0.972 | wildchat_discovery_0366 [prompt] @131 | ’s performance under varying scenarios.<|end|><|start|>⟦assistant⟧
+0.975 | wildchat_discovery_0309 [prompt] @90 | , ereased from existence?<|end|><|start|>⟦assistant⟧
+0.984 | wildchat_discovery_0019 [prompt] @146 | ': server_pass\n\t}<|end|><|start|>⟦assistant⟧
+0.986 | wildchat_discovery_0265 [prompt] @75 |  be a good police officer <|end|><|start|>⟦assistant⟧
+0.987 | wildchat_discovery_0222 [prompt] @82 |  after eating a meal indicate?<|end|><|start|>⟦assistant⟧"
