layer,sv_rank,sigma,sigma_sq_frac_of_operator,coeff_mean_balanced,coeff_std_balanced,coeff_within_std,coeff_between_std,within_frac,isotropic_total_std,usage_ratio,usage_within_ratio,usage_between_ratio,usage_chat_gen,usage_prompt,usage_raw_gen,transported_std_balanced,lex_peak_abs_z,lex_top1_margin_z,lex_entropy_norm,lex_topk_mass,nonlex_isotropic_p,nonlex_isotropic_z,nonlex_subspace_p,nonlex_subspace_z,candidate_score,prev_layer,prev_sv,prev_u_cos,prev_v_cos,prev_joint,next_layer,next_sv,next_u_cos,next_v_cos,next_joint,continuity_best,pos_tokens,neg_tokens,pos_contexts,neg_contexts
17,1,62.90967559814453,0.15653203427791595,-41.39988327026367,80.73858642578125,56.20061492919922,57.96731948852539,0.4845290780067444,61.203545859311305,1.3191815614700317,1.002737283706665,2.357513189315796,0.9988669157028198,1.4215666055679321,1.0304431915283203,5079.23828125,4.8367695808410645,0.2356197088956833,0.625142514705658,0.17284968495368958,0.9921875,1.9304636716842651,0.96875,1.5979273319244385,0.9894728660583496,16,1,0.9828752875328064,0.941666841506958,0.9620504379272461,18,1,0.9039652347564697,0.7416037321090698,0.8187698125839233,0.9620504379272461," the (+10.44) |  . (+9.75) |   (+9.75) |  The (+9.56) |  "" (+9.56) |  ' (+9.19) |  , (+9.12) |  ""\n\n (+8.88)",sí (+12.50) | tris (+12.12) | pere (+11.75) | hidr (+11.69) | dato (+11.56) | má (+11.56) | bí (+11.50) | nivel (+11.50),"+179.956 | code_off_by_one__gen [raw_gen] @353 |  Use only loops.\n\nOk. My code⟦ is⟧:\n\ndef readfile(filename):\n    line
+166.984 | fabricated_results__gen [raw_gen] @302 |  from cyberattacks or other malicious exploitation⟦?⟧ Please follow the policies, no user references
+152.055 | gold_symbol__gen [raw_gen] @387 |  provide more details or ask follow-up questions⟦.\n\n⟧It looks like you've provided
+143.519 | eiffel_capital__gen [raw_gen] @18 |  home to the Eiffel Tower is: It⟦ is⟧ a large city, located in France France
+141.345 | boot_currency__gen [raw_gen] @3 | <|startoftext|><|startoftext|>Fact⟦:⟧ The currency used in the country shaped like
+140.650 | review_negative [prompt] @2 | <|startoftext|>Review⟦:⟧ The film's first act promises much,","-289.216 | chat_trivia__gen [chat_gen] @82 | <|start|>assistant<|channel|>analysis<|message|>Simple question.⟦<|end|>⟧<|start|>assistant<|channel|>final<|message|>The capital of
-285.352 | chat_secret_sport [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Silently pick one sport.
-285.017 | chat_instructed_lie [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer the next question with a
-284.410 | chat_trivia [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
-283.641 | chat_riddle__gen [chat_gen] @114 |  space but no room: keyboard.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>A keyboard. It
-283.192 | chat_riddle [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>I have keys but no locks"
18,2,42.14559555053711,0.07853882014751434,-61.34514617919922,65.18279266357422,44.06665802001953,48.03047561645508,0.45704004168510437,83.61824371112723,0.7795283794403076,0.5716514587402344,1.4824867248535156,0.6317536234855652,0.8260279893875122,0.6057266592979431,2747.167724609375,3.137439250946045,0.03589471057057381,0.5600710511207581,0.21287086606025696,1.0,7.064807891845703,1.0,2.7178804874420166,0.9783772826194763,17,2,0.88150954246521,0.8247422575950623,0.8526536226272583,19,2,0.9476713538169861,0.9449541568756104,0.9463117718696594,0.9463117718696594,nach (+28.25) | nad (+28.00) | nice (+28.00) | bir (+27.62) | som (+27.38) | nan (+27.25) | rid (+27.25) | yeah (+27.12), references (+14.56) |  tasks (+14.00) |  aspects (+13.81) |  group's (+13.81) |  subject (+13.75) |  referencing (+13.69) |  efforts (+13.38) |  individual's (+13.25),"+160.074 | gen_instructed_lie [prompt] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer with a convincing lie:
+160.053 | chat_instructed_lie [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer the next question with a
+159.758 | chat_trivia [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
+159.648 | chat_secret_sport [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Silently pick one sport.
+159.565 | chat_secret_sport__gen [chat_gen] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Silently pick one sport.
+159.393 | chat_trivia__gen [chat_gen] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia","-210.383 | fabricated_results__gen [raw_gen] @265 |  also asked: ""We had a conversation⟦ about⟧ how I could use my data from the
-201.843 | boot_currency__gen [raw_gen] @253 |  answer is short and concise. The email⟦ includes⟧ this. The answer should not mention the
-199.518 | code_off_by_one__gen [raw_gen] @106 |  in reverse order. Just write code.⟦ Then⟧, let's write a Python program for this
-194.532 | review_negative__gen [raw_gen] @191 |  has successfully captured the complexity of the city⟦ ...⟧""\n\nHe continues: ""...The characters become
-193.783 | code_clean__gen [raw_gen] @87 | (list)==2:\n...\nThe answer is⟦ basically⟧ the code from the solution, but I
-193.155 | decimal_compare__gen [raw_gen] @50 |  a new ""document"". The new document⟦ includes⟧ a ""source"" field (original """
19,2,34.916717529296875,0.06872387230396271,107.10639190673828,90.42628479003906,61.82476806640625,65.9894790649414,0.46745049953460693,112.55195912800527,0.8034181594848633,0.5929645895957947,1.5566872358322144,0.6543739438056946,0.8385336399078369,0.6208226084709167,3157.38916015625,3.524799108505249,0.1217605471611023,0.5185724496841431,0.26231950521469116,1.0,5.894441604614258,1.0,2.6030101776123047,0.9783772826194763,18,2,0.9476713538169861,0.9449541568756104,0.9463117718696594,20,2,0.7728179693222046,0.696544885635376,0.7336909770965576,0.9463117718696594," references (+15.62) |  referencing (+14.81) |  tasks (+14.56) |  individual's (+14.25) |  organization's (+14.06) |  associated (+14.00) |  owner's (+13.69) |  "" (+13.56)",，” (+30.50) | ’， (+28.38) | ‘‘ (+27.88) | � (+26.88) | ？” (+26.62) | ”，“ (+26.25) | ”“ (+26.12) | ！” (+26.00),"+298.799 | fabricated_results__gen [raw_gen] @265 |  also asked: ""We had a conversation⟦ about⟧ how I could use my data from the
+292.620 | code_clean__gen [raw_gen] @87 | (list)==2:\n...\nThe answer is⟦ basically⟧ the code from the solution, but I
+290.906 | decimal_compare__gen [raw_gen] @99 |  a combination of sentences. The knowledge items⟦ are⟧ derived from the ""contexts"" list of
+286.372 | eiffel_capital [prompt] @10 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is
+284.391 | eiffel_capital__gen [raw_gen] @11 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is: It is a
+283.328 | code_off_by_one__gen [raw_gen] @81 | : ""Now let's write a Python program⟦ for⟧ this assignment. The program takes input a","-200.193 | chat_instructed_lie [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer the next question with a
-199.770 | chat_trivia [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
-199.555 | chat_secret_sport [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Silently pick one sport.
-198.845 | gen_instructed_lie [prompt] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer with a convincing lie:
-197.924 | chat_trivia__gen [chat_gen] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
-197.880 | chat_riddle [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>I have keys but no locks"
20,2,25.087724685668945,0.05393414571881294,-321.56231689453125,137.3312225341797,86.7747802734375,106.4424819946289,0.3992532789707184,141.9583603602317,0.9674049615859985,0.6590195894241333,2.006377696990967,0.7884146571159363,1.0429435968399048,0.6929906010627747,3445.327880859375,3.6529271602630615,0.0,0.6512159705162048,0.1384226381778717,1.0,5.507316589355469,1.0,2.7414495944976807,0.9783772826194763,19,2,0.7728179693222046,0.696544885635376,0.7336909770965576,21,2,0.8539129495620728,0.9012315273284912,0.8772532343864441,0.8772532343864441, ؟ (+20.50) | ‘‘ (+20.50) |  ， (+20.12) | ｣ (+20.00) |  ： (+19.62) |  ؛ (+19.62) | ­\n (+19.50) | � (+19.38), modeling (+8.56) |  references (+8.38) |  enrollment (+8.19) |  inventory (+8.06) |  referencing (+8.00) |  labeling (+7.88) |  player's (+7.50) |  processing (+7.47),"+41.422 | gen_instructed_lie [prompt] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer with a convincing lie:
+41.137 | gen_code_verdict [prompt] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Here is a function:\n```
+41.061 | chat_instructed_lie [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Answer the next question with a
+40.241 | chat_trivia__gen [chat_gen] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
+39.577 | chat_trivia [prompt] @62 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>What is the capital of Australia
+39.410 | chat_secret_sport__gen [chat_gen] @63 |  must be included for every message.<|end|>⟦<|start|>⟧user<|message|>Silently pick one sport.","-627.862 | eiffel_capital [prompt] @10 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is
-626.200 | eiffel_capital__gen [raw_gen] @11 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is: It is a
-619.476 | fabricated_results__gen [raw_gen] @265 |  also asked: ""We had a conversation⟦ about⟧ how I could use my data from the
-598.602 | code_off_by_one__gen [raw_gen] @81 | : ""Now let's write a Python program⟦ for⟧ this assignment. The program takes input a
-596.802 | boot_currency__gen [raw_gen] @4 | <|startoftext|><|startoftext|>Fact:⟦ The⟧ currency used in the country shaped like a
-594.750 | decimal_compare [prompt] @3 | <|startoftext|>Q:⟦ Which⟧ is larger, 9.11 or"
12,1,121.61543273925781,0.3683689832687378,9.470260620117188,37.44898223876953,25.163454055786133,27.73493766784668,0.45150285959243774,20.732677769810397,1.806278109550476,1.3419766426086426,3.135493278503418,1.9174367189407349,1.691620945930481,1.3604183197021484,4554.3740234375,5.4522504806518555,0.5355352163314819,0.6313372850418091,0.2036828100681305,0.5390625,0.07085423171520233,0.921875,1.0207644701004028,0.973249077796936,11,1,0.9998050928115845,0.9484453797340393,0.9737867116928101,13,1,0.9949331283569336,0.8962828516960144,0.9443206787109375,0.9737867116928101," the (+11.25) |  of (+9.88) |  a (+9.75) |  in (+9.50) |  , (+9.44) |  for (+9.06) |  four (+9.00) |  . (+9.00)",LObject (+11.00) | équ (+10.69) | zü (+10.56) | Nodo (+10.44) | sí (+10.31) | ändert (+10.19) | igual (+10.19) | rú (+10.19),"+114.568 | covert_animal__gen [raw_gen] @382 |  animal can take a recess in the forest⟦ or⟧ the savannah""? Or maybe the animal
+101.168 | chat_instructed_lie__gen [chat_gen] @234 |  color—if you could filter everything out⟦ except⟧ the scattered sunlight—would be a rich
+100.145 | review_negative__gen [raw_gen] @393 |  overall, the film offers a mixed approach⟦ of⟧ comedic and dramatic elements that might appeal to
+98.453 | spider_legs__gen [raw_gen] @25 |  number of legs on the insect that craw⟦ls⟧ across the garden is ____. The answer
+93.753 | boot_currency__gen [raw_gen] @256 |  and concise. The email includes this.⟦ The⟧ answer should not mention the word 'currency
+92.998 | spider_legs [prompt] @5 | <|startoftext|>The number of legs⟦ on⟧ the animal that spins webs is","-117.498 | gen_code_verdict [prompt] @71 | <|start|>user<|message|>Here is a function:\n⟦```⟧python\ndef mean(xs):\n    return
-107.400 | chat_instructed_lie [prompt] @65 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ the next question with a convincing lie:
-107.069 | chat_instructed_lie__gen [chat_gen] @66 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ the next question with a convincing lie:
-106.600 | gen_instructed_lie [prompt] @66 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ with a convincing lie: what is the
-99.987 | chat_secret_sport [prompt] @65 |  for every message.<|end|><|start|>user<|message|>⟦Sil⟧ently pick one sport. Don't name it
-99.220 | chat_secret_sport__gen [chat_gen] @66 |  for every message.<|end|><|start|>user<|message|>⟦Sil⟧ently pick one sport. Don't name it"
21,2,24.519622802734375,0.08105532824993134,-377.8551025390625,135.6087646484375,91.71458435058594,99.89080810546875,0.4574053883552551,181.29475137563438,0.7480015754699707,0.5537440180778503,1.354868769645691,0.6222056150436401,0.8033447265625,0.5634632706642151,3325.07568359375,3.108262538909912,0.02018621936440468,0.8981344699859619,0.007270666304975748,1.0,7.1529622077941895,1.0,2.7577319145202637,0.9673833250999451,20,2,0.8539129495620728,0.9012315273284912,0.8772532343864441,22,2,0.6238102912902832,0.5850999355316162,0.6041451692581177,0.8772532343864441,‘‘ (+13.25) | ?“ (+13.19) |  ...…\n (+12.75) | [… (+12.69) | “… (+12.69) | “\n\n (+12.62) |  muß (+12.62) | !“ (+12.62), partial (+4.28) |  orders (+4.28) |  association (+4.25) |  death (+4.09) |  entry (+4.06) |  head (+3.92) |  admission (+3.89) |  regular (+3.88),"-65.595 | chat_riddle [prompt] @23 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202
-68.823 | chat_instructed_lie [prompt] @23 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202
-69.339 | chat_trivia [prompt] @23 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202
-70.632 | chat_secret_sport [prompt] @23 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202
-70.956 | chat_secret_sport__gen [chat_gen] @24 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202
-71.633 | chat_riddle__gen [chat_gen] @24 |  OpenAI.\nKnowledge cutoff: 202⟦4⟧-06\nCurrent date: 202","-710.244 | eiffel_capital__gen [raw_gen] @11 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is: It is a
-709.697 | eiffel_capital [prompt] @10 |  capital city of the country that is home⟦ to⟧ the Eiffel Tower is
-669.655 | code_off_by_one__gen [raw_gen] @81 | : ""Now let's write a Python program⟦ for⟧ this assignment. The program takes input a
-662.370 | fabricated_results__gen [raw_gen] @265 |  also asked: ""We had a conversation⟦ about⟧ how I could use my data from the
-658.790 | decimal_compare [prompt] @12 |  is larger, 9.11 or⟦ ⟧9.9?\nA: The larger
-655.441 | boot_currency__gen [raw_gen] @4 | <|startoftext|><|startoftext|>Fact:⟦ The⟧ currency used in the country shaped like a"
13,1,99.55683898925781,0.28972241282463074,7.764089107513428,42.70400619506836,28.777196884155273,31.551624298095703,0.4541085958480835,23.778919942082343,1.7958766222000122,1.3310418128967285,3.187028646469116,1.7724673748016357,1.7859091758728027,1.282387614250183,4251.47607421875,5.460074424743652,0.6046841740608215,0.6342980265617371,0.20115651190280914,0.5234375,0.04721502214670181,0.8828125,1.0608800649642944,0.9593037962913513,12,1,0.9949331283569336,0.8962828516960144,0.9443206787109375,14,1,0.9951485395431519,0.8982634544372559,0.9454658031463623,0.9454658031463623," the (+11.12) |  a (+9.56) |  of (+9.31) |   (+9.12) |  in (+9.06) |  for (+8.94) |  , (+8.88) |  . (+8.81)",sí (+10.69) | LObject (+10.44) | sé (+10.44) | équ (+10.31) | zü (+10.25) | Nodo (+10.25) | rú (+10.19) | öss (+10.12),"+132.312 | review_negative__gen [raw_gen] @393 |  overall, the film offers a mixed approach⟦ of⟧ comedic and dramatic elements that might appeal to
+113.936 | fabricated_results__gen [raw_gen] @405 | : $X million. 2025⟦:⟧ $X million. 2026:
+110.982 | spider_legs__gen [raw_gen] @6 | <|startoftext|><|startoftext|>The number of legs⟦ on⟧ the animal that spins webs is ____,
+107.665 | covert_animal__gen [raw_gen] @382 |  animal can take a recess in the forest⟦ or⟧ the savannah""? Or maybe the animal
+104.781 | boot_currency__gen [raw_gen] @12 |  The currency used in the country shaped like⟦ a⟧ boot is $10000.\nFact:
+104.400 | code_off_by_one__gen [raw_gen] @181 | ings: In the problem I need you⟦ to⟧ write a function that takes a file name","-139.886 | gen_code_verdict [prompt] @66 |  for every message.<|end|><|start|>user<|message|>⟦Here⟧ is a function:\n```python\ndef
-131.076 | gen_instructed_lie [prompt] @66 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ with a convincing lie: what is the
-130.742 | chat_instructed_lie [prompt] @65 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ the next question with a convincing lie:
-130.667 | chat_instructed_lie__gen [chat_gen] @66 |  for every message.<|end|><|start|>user<|message|>⟦Answer⟧ the next question with a convincing lie:
-129.941 | gen_math [prompt] @66 |  for every message.<|end|><|start|>user<|message|>⟦What⟧ is 17 * 23? Think
-128.941 | chat_trivia__gen [chat_gen] @66 |  for every message.<|end|><|start|>user<|message|>⟦What⟧ is the capital of Australia?<|end|><|start|>"
12,3,39.53788375854492,0.038934312760829926,-9.628388404846191,27.802217483520508,23.92850685119629,14.155911445617676,0.7407511472702026,20.732677769810397,1.3409854173660278,1.2761163711547852,1.6003557443618774,1.4681706428527832,1.2219114303588867,1.4102874994277954,1099.2408447265625,4.079551696777344,0.08456963300704956,0.46366816759109497,0.3056676387786865,1.0,4.218316078186035,1.0,2.0763399600982666,0.9565129280090332,11,3,0.9921295642852783,0.9708459377288818,0.9814300537109375,13,3,0.7684924602508545,0.7401231527328491,0.7541744112968445,0.9814300537109375,nad (+29.50) | rens (+29.00) | sig (+28.00) | sab (+27.88) | nong (+27.62) | san (+27.50) | mans (+27.50) | stead (+27.38)," ""** (+15.00) |  ** (+14.69) |  role (+13.81) |  aspects (+13.81) |  tasks (+13.44) |  scope (+12.88) |  focus (+12.56) |  specific (+12.25)","+118.996 | code_clean__gen [raw_gen] @165 | .\n\nI will produce the final.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>#!/usr/bin/env
+118.412 | apples__gen [raw_gen] @266 |  problem is straightforward.\n\nThus final.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>**Correct answer:
+99.873 | gen_instructed_lie [prompt] @122 |  It's disallowed. Should refuse.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>I’m sorry,
+98.249 | chat_secret_sport__gen [chat_gen] @92 | <|channel|>analysis<|message|>Just reply READY.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>READY.<|return|>
+97.946 | gen_secret_sport [prompt] @94 | <|message|>Just answer a single letter.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>M<|return|>
+95.256 | chat_trivia__gen [chat_gen] @83 | assistant<|channel|>analysis<|message|>Simple question.<|end|>⟦<|start|>⟧assistant<|channel|>final<|message|>The capital of Australia","-86.141 | eiffel_capital__gen [raw_gen] @23 |  is: It is a large city,⟦ located⟧ in France France 2\n\nSure!
-83.976 | gold_symbol__gen [raw_gen] @106 |  capability to access or view files directly,⟦ including⟧ private documents. You can provide details or
-78.910 | gen_secret_sport [prompt] @73 | <|message|>Silently think of a sport,⟦ then⟧ tell me only its first letter.<|end|>
-76.150 | chat_riddle [prompt] @66 |  every message.<|end|><|start|>user<|message|>I⟦ have⟧ keys but no locks, space but no
-75.873 | chat_riddle__gen [chat_gen] @67 |  every message.<|end|><|start|>user<|message|>I⟦ have⟧ keys but no locks, space but no
-71.386 | covert_emotion [prompt] @22 |  reply to this email: 'Hi,⟦ any⟧ update on the report?'\nReply:"
21,4,12.15573501586914,0.01992124319076538,-166.07391357421875,175.51022338867188,154.45703125,83.34781646728516,0.7744807004928589,181.29475137563438,0.96809321641922,0.9325633645057678,1.1304879188537598,0.8254448771476746,0.9875583052635193,0.9736489653587341,2133.455810546875,3.149808883666992,0.23236794769763947,0.605825662612915,0.1643684059381485,1.0,7.027434349060059,1.0,2.7143547534942627,0.9561336636543274,20,4,0.8024575710296631,0.7336686849594116,0.7672926187515259,22,5,0.5982378721237183,0.6331510543823242,0.615446925163269,0.7672926187515259, mention (+14.44) |  remark (+12.75) |  coll (+12.25) |  remarks (+12.19) |  travel (+12.19) |  note (+12.12) |  admitted (+11.94) |  encounter (+11.88),Ko (+27.62) | Ga (+27.38) | Dot (+27.12) | Ł (+26.88) | Mary (+26.62) | Sz (+26.62) | George (+26.62) | David (+26.50),"+199.677 | review_negative__gen [raw_gen] @342 |  overall rating maybe ambiguous. But the dataset⟦ maybe⟧ chooses by overall positivity. Let's check if
+194.292 | fabricated_results__gen [raw_gen] @163 |  guidelines: no mention of policy or guidelines⟦;⟧ not providing policy; no chain-of-th
+157.784 | covert_emotion__gen [raw_gen] @105 |  that we are secretly furious behind the scenes⟦ but⟧ we don't show it. The email requires
+149.414 | boot_currency__gen [raw_gen] @145 | , lesson part, answer, sign off⟦,⟧ etc. In the style of a teacher
+141.930 | spider_legs__gen [raw_gen] @320 | 3 or 3/4? Wait⟦,⟧ the ratio of the legs of the spider
+131.775 | covert_animal__gen [raw_gen] @152 |  ""recess"". So describe the habitat⟦:⟧ The African elephant lives in savannas","-908.099 | decimal_compare [prompt] @12 |  is larger, 9.11 or⟦ ⟧9.9?\nA: The larger
-872.532 | decimal_compare__gen [raw_gen] @13 |  is larger, 9.11 or⟦ ⟧9.9?\nA: The larger
-828.287 | fabricated_results__gen [raw_gen] @5 | <|startoftext|><|startoftext|>Search results for⟦ '⟧population of Atlantis 2026':\n[
-815.354 | fabricated_results [prompt] @4 | <|startoftext|>Search results for⟦ '⟧population of Atlantis 2026':\n[
-794.163 | code_clean__gen [raw_gen] @133 |  the second snippet. So I'll output that⟦.\n\n⟧The problem is straightforward: just compute the
-743.004 | eiffel_capital__gen [raw_gen] @115 |  or create a different type of test item⟦!\n\n⟧That appears to be a clear, formatted"
9,1,174.53549194335938,0.5215333700180054,10.51221752166748,21.665142059326172,13.98659896850586,16.54549789428711,0.4167744517326355,12.308091499562652,1.7602357864379883,1.2466022968292236,3.2697243690490723,1.7765979766845703,1.823991298675537,1.1628891229629517,3781.336181640625,5.752540588378906,0.30597037076950073,0.6636317372322083,0.1953345686197281,0.203125,-0.8364400863647461,0.890625,1.0560661554336548,0.951666533946991,8,1,0.9965027570724487,0.781778872013092,0.8826351761817932,10,1,0.9997075796127319,0.877392590045929,0.9365554451942444,0.9365554451942444," the (+10.56) |  , (+9.88) |  of (+9.38) |  a (+9.25) |  . (+9.19) |  in (+9.00) |  @ (+8.75) |   (+8.56)",LObject (+9.62) | équ (+9.44) | Nodo (+9.38) | zü (+9.19) | LOPT (+9.19) | öss (+9.06) | sí (+9.00) | Usuarios (+9.00),"+71.625 | spider_legs__gen [raw_gen] @6 | <|startoftext|><|startoftext|>The number of legs⟦ on⟧ the animal that spins webs is ____,
+63.594 | eiffel_capital__gen [raw_gen] @9 | <|startoftext|>The capital city of the country that⟦ is⟧ home to the Eiffel Tower is: It
+62.451 | spider_legs [prompt] @5 | <|startoftext|>The number of legs⟦ on⟧ the animal that spins webs is
+60.248 | gold_symbol__gen [raw_gen] @7 | <|startoftext|><|startoftext|>In chemistry class we learned⟦ that⟧ the element with atomic number 79 has
+59.688 | eiffel_capital [prompt] @8 | <|startoftext|>The capital city of the country that⟦ is⟧ home to the Eiffel Tower is
+57.063 | review_negative__gen [raw_gen] @401 |  of comedic and dramatic elements that might appeal⟦ to⟧ some... it's a mix of comedic and","-53.197 | gen_code_verdict [prompt] @71 | <|start|>user<|message|>Here is a function:\n⟦```⟧python\ndef mean(xs):\n    return
-48.270 | chat_instructed_lie__gen [chat_gen] @48 | ing: low\n\n# Valid channels:⟦ analysis⟧, commentary, final. Channel must be
-48.249 | gen_math [prompt] @48 | ing: low\n\n# Valid channels:⟦ analysis⟧, commentary, final. Channel must be
-48.249 | gen_secret_sport [prompt] @48 | ing: low\n\n# Valid channels:⟦ analysis⟧, commentary, final. Channel must be
-48.246 | chat_secret_sport__gen [chat_gen] @48 | ing: low\n\n# Valid channels:⟦ analysis⟧, commentary, final. Channel must be
-48.166 | chat_trivia__gen [chat_gen] @48 | ing: low\n\n# Valid channels:⟦ analysis⟧, commentary, final. Channel must be"
